record_id|dt_of_event|product_id|markup_percent|is_charged|is_delivered|rarity|product_price
607|07/26/18|3|0.36|No|0|3|72
608|07/10/18|1|0.36|No|1|1|34
609|07/23/18|1|1.24|Yes|1|1|34
610|07/22/18|5|0.36|No|1|3|29
611|07/22/18|1|0.25|Yes|1|1|34
612|07/28/18|3|0.25|Yes|0|3|72
613|07/09/18|1|0.75|Yes|1|1|34
614|07/15/18|2|0.75|No|1|2|52
615|07/14/18|6|0.25|Yes|1|2|56
616|07/05/18|5|0.25|Yes|0|3|29
617|07/11/18|6|0.25|Yes|0|2|56
618|07/02/18|4|0.36|Yes|0|1|31
619|07/03/18|5|0.75|No|1|3|29
620|07/07/18|6|0.36|No|1|2|56
621|07/02/18|5|1.24|No|1|3|29
622|07/08/18|1|0.36|Yes|0|1|34
623|07/07/18|2|0.36|Yes|1|2|52
624|07/23/18|4|0.36|Yes|0|1|31
625|07/24/18|3|0.25|Yes|0|3|72
626|07/09/18|4|1.24|Yes|0|1|31
627|07/13/18|4|0.36|Yes|1|1|31
628|07/06/18|4|1.24|Yes|0|1|31
629|07/21/18|5|0.75|Yes|0|3|29
630|07/31/18|6|0.36|Yes|1|2|56
631|07/15/18|1|0.36|No|0|1|34
632|07/09/18|2|0.25|No|0|2|52
633|07/14/18|4|0.75|No|0|1|31
634|07/02/18|1|0.36|Yes|0|1|34
635|07/01/18|4|0.25|Yes|1|1|31
636|07/22/18|4|1.24|Yes|1|1|31
637|07/26/18|5|1.24|Yes|0|3|29
638|07/30/18|1|0.75|Yes|0|1|34
639|07/10/18|6|0.75|Yes|1|2|56
640|07/15/18|5|1.24|No|1|3|29
641|07/07/18|6|0.36|No|0|2|56
642|07/21/18|4|0.25|Yes|1|1|31
643|07/14/18|1|1.24|No|0|1|34
644|07/18/18|3|1.24|No|0|3|72
645|07/30/18|1|1.24|No|1|1|34
646|07/31/18|2|1.24|No|0|2|52
647|07/07/18|2|0.25|Yes|0|2|52
648|07/10/18|3|0.36|No|0|3|72
649|07/30/18|4|1.24|No|1|1|31
650|07/25/18|3|0.75|No|1|3|72
651|07/28/18|1|0.75|No|0|1|34
652|07/31/18|4|0.75|No|0|1|31
653|07/20/18|6|0.36|No|0|2|56
654|07/30/18|5|0.75|No|1|3|29
655|07/06/18|2|0.75|Yes|0|2|52
656|07/23/18|5|0.75|No|1|3|29
657|07/21/18|4|0.25|Yes|1|1|31
658|07/19/18|1|1.24|Yes|0|1|34
659|07/21/18|1|1.24|Yes|1|1|34
660|07/05/18|2|0.75|No|0|2|52
661|07/30/18|2|0.36|No|0|2|52
662|07/25/18|5|0.75|No|0|3|29
663|07/19/18|2|0.36|No|0|2|52
664|07/09/18|1|1.24|No|0|1|34
665|07/24/18|2|0.75|No|0|2|52
666|07/06/18|3|0.75|Yes|1|3|72
667|07/23/18|2|0.36|No|0|2|52
668|07/12/18|1|0.36|Yes|0|1|34
669|07/02/18|3|0.36|Yes|0|3|72
670|07/16/18|3|0.25|Yes|1|3|72
671|07/25/18|5|1.24|No|0|3|29
672|07/07/18|2|0.75|Yes|0|2|52
673|07/29/18|1|1.24|No|0|1|34
674|07/25/18|4|1.24|Yes|1|1|31
675|07/07/18|4|0.36|No|1|1|31
676|07/21/18|2|0.75|Yes|1|2|52
677|07/06/18|1|0.36|No|1|1|34
678|07/11/18|3|0.36|No|1|3|72
679|07/23/18|5|1.24|Yes|0|3|29
680|07/02/18|4|1.24|No|0|1|31
681|07/18/18|5|0.36|No|1|3|29
682|07/10/18|5|1.24|No|1|3|29
683|07/04/18|5|0.25|Yes|0|3|29
684|07/12/18|3|0.25|No|1|3|72
685|07/10/18|6|1.24|Yes|1|2|56
686|07/29/18|4|1.24|Yes|1|1|31
687|07/14/18|5|1.24|Yes|1|3|29
688|07/18/18|4|1.24|Yes|0|1|31
689|07/13/18|4|1.24|No|1|1|31
690|07/12/18|4|0.36|No|1|1|31
691|07/14/18|2|0.75|Yes|0|2|52
692|07/04/18|1|0.36|No|1|1|34
693|07/13/18|4|0.75|No|1|1|31
694|07/03/18|6|0.36|Yes|0|2|56
695|07/22/18|4|0.36|Yes|1|1|31
696|07/11/18|2|0.25|No|0|2|52
697|07/02/18|2|1.24|No|0|2|52
698|07/02/18|6|0.25|No|1|2|56
699|07/28/18|2|0.75|No|0|2|52
700|07/17/18|3|0.75|No|1|3|72
701|07/27/18|6|0.25|Yes|0|2|56
702|07/07/18|4|0.36|No|0|1|31
703|07/13/18|2|0.36|No|1|2|52
704|07/10/18|3|0.75|No|0|3|72
705|07/26/18|5|0.25|Yes|0|3|29
706|07/06/18|5|1.24|Yes|1|3|29
707|07/15/18|3|0.36|No|0|3|72
708|07/30/18|6|0.75|Yes|1|2|56
709|07/08/18|1|0.25|Yes|0|1|34
710|07/24/18|3|0.75|No|1|3|72
711|07/22/18|6|1.24|No|0|2|56
712|07/18/18|2|0.75|Yes|1|2|52
713|07/09/18|5|0.75|No|0|3|29
714|07/26/18|2|1.24|Yes|0|2|52
715|07/05/18|5|0.25|Yes|1|3|29
716|07/05/18|6|0.25|Yes|0|2|56
717|07/17/18|4|0.25|Yes|1|1|31
718|07/29/18|4|0.36|Yes|0|1|31
719|07/28/18|1|0.25|Yes|0|1|34
720|07/04/18|3|1.24|Yes|1|3|72
721|07/02/18|2|0.75|Yes|1|2|52
722|07/21/18|6|0.75|Yes|1|2|56
723|07/05/18|4|0.25|Yes|1|1|31
724|07/24/18|3|1.24|No|0|3|72
725|07/22/18|4|1.24|Yes|0|1|31
726|07/16/18|5|0.25|No|1|3|29
727|07/24/18|4|0.36|No|0|1|31
728|07/16/18|6|0.75|Yes|1|2|56
729|07/04/18|2|1.24|Yes|1|2|52
730|07/01/18|2|0.36|No|1|2|52
731|07/17/18|2|1.24|No|1|2|52
732|07/25/18|4|0.25|Yes|1|1|31
733|07/18/18|5|0.75|Yes|1|3|29
734|07/09/18|4|1.24|Yes|1|1|31
735|07/03/18|6|0.36|No|1|2|56
736|07/05/18|2|0.36|Yes|1|2|52
737|07/23/18|2|1.24|Yes|1|2|52
738|07/03/18|1|1.24|No|1|1|34
739|07/30/18|5|0.25|No|0|3|29
740|07/30/18|2|0.36|Yes|0|2|52
741|07/27/18|1|0.36|No|0|1|34
742|07/31/18|1|0.25|Yes|1|1|34
743|07/13/18|4|0.25|No|1|1|31
744|07/17/18|3|0.25|No|1|3|72
745|07/27/18|2|1.24|Yes|1|2|52
746|07/10/18|1|0.36|Yes|0|1|34
747|07/17/18|5|1.24|Yes|1|3|29
748|07/28/18|2|0.25|No|1|2|52
749|07/21/18|1|0.36|Yes|1|1|34
750|07/09/18|6|0.75|Yes|1|2|56
751|07/18/18|5|0.36|No|0|3|29
752|07/05/18|1|0.25|Yes|1|1|34
753|07/10/18|3|0.25|Yes|1|3|72
754|07/01/18|3|0.25|No|0|3|72
755|07/17/18|1|0.25|No|1|1|34
756|07/16/18|3|0.36|No|0|3|72
757|07/05/18|2|1.24|No|0|2|52
758|07/21/18|6|0.36|Yes|0|2|56
759|07/14/18|1|0.36|No|1|1|34
760|07/21/18|3|1.24|Yes|1|3|72
761|07/31/18|1|0.25|No|0|1|34
762|07/21/18|5|0.25|No|1|3|29
763|07/16/18|6|0.25|No|1|2|56
764|07/04/18|3|1.24|Yes|0|3|72
765|07/09/18|4|0.75|No|1|1|31
766|07/26/18|4|0.25|Yes|0|1|31
767|07/05/18|4|1.24|No|0|1|31
768|07/19/18|4|0.36|Yes|1|1|31
769|07/14/18|6|0.75|Yes|1|2|56
770|07/18/18|5|0.75|No|0|3|29
771|07/26/18|5|0.25|No|1|3|29
772|07/16/18|2|0.36|Yes|0|2|52
773|07/18/18|4|0.36|Yes|1|1|31
774|07/23/18|6|1.24|No|0|2|56
775|07/25/18|5|0.75|No|0|3|29
776|07/03/18|4|0.75|Yes|0|1|31
777|07/06/18|3|1.24|No|1|3|72
778|07/28/18|3|0.25|Yes|0|3|72
779|07/10/18|4|0.36|No|1|1|31
780|07/20/18|3|1.24|Yes|0|3|72
781|07/24/18|2|0.25|No|0|2|52
782|07/18/18|3|0.36|Yes|1|3|72
783|07/26/18|3|0.25|Yes|1|3|72
784|07/16/18|5|0.25|No|0|3|29
785|07/20/18|4|1.24|No|0|1|31
786|07/28/18|4|0.75|No|1|1|31
787|07/25/18|1|0.36|Yes|0|1|34
788|07/24/18|5|1.24|No|1|3|29
789|07/28/18|1|0.36|Yes|0|1|34
790|07/22/18|6|0.75|Yes|1|2|56
791|07/26/18|5|0.25|No|1|3|29
792|07/23/18|6|0.75|Yes|0|2|56
793|07/10/18|4|0.25|Yes|0|1|31
794|07/20/18|4|0.25|Yes|0|1|31
795|07/25/18|1|0.75|No|1|1|34
796|07/27/18|4|0.36|No|1|1|31
797|07/20/18|6|1.24|No|1|2|56
798|07/23/18|2|0.25|Yes|0|2|52
799|07/23/18|3|0.36|No|1|3|72
800|07/13/18|4|0.36|Yes|0|1|31
801|07/03/18|2|0.75|No|0|2|52
802|07/10/18|4|0.36|Yes|1|1|31
803|07/03/18|3|0.36|No|1|3|72
804|07/15/18|3|0.36|Yes|1|3|72
805|07/03/18|6|0.25|Yes|1|2|56
806|07/06/18|3|0.36|Yes|0|3|72
807|07/26/18|6|0.36|Yes|1|2|56
808|07/12/18|3|0.25|No|0|3|72
809|07/22/18|3|0.75|No|1|3|72
810|07/29/18|6|0.75|No|0|2|56
811|07/30/18|2|0.25|No|1|2|52
812|07/26/18|2|1.24|Yes|1|2|52
813|07/31/18|5|0.25|No|0|3|29
814|07/16/18|5|1.24|Yes|0|3|29
815|07/24/18|6|0.36|Yes|0|2|56
816|07/31/18|2|0.36|Yes|1|2|52
817|07/16/18|5|1.24|No|0|3|29
818|07/24/18|1|1.24|No|1|1|34
819|07/03/18|4|0.75|Yes|1|1|31
820|07/24/18|4|0.25|No|1|1|31
821|07/07/18|4|1.24|Yes|0|1|31
822|07/06/18|6|1.24|Yes|0|2|56
823|07/19/18|4|0.25|No|0|1|31
824|07/30/18|5|0.75|No|1|3|29
825|07/31/18|4|0.75|No|0|1|31
826|07/25/18|3|0.25|Yes|1|3|72
827|07/26/18|1|0.75|No|1|1|34
828|07/11/18|2|0.25|No|0|2|52
829|07/19/18|5|0.36|No|1|3|29
830|07/05/18|2|1.24|Yes|0|2|52
831|07/10/18|3|1.24|No|0|3|72
832|07/21/18|3|1.24|No|0|3|72
833|07/01/18|4|0.36|Yes|0|1|31
834|07/15/18|4|0.36|No|0|1|31
835|07/06/18|2|1.24|Yes|1|2|52
836|07/10/18|5|1.24|Yes|0|3|29
837|07/21/18|6|1.24|Yes|0|2|56
838|07/13/18|4|0.75|Yes|0|1|31
839|07/11/18|5|0.75|No|0|3|29
840|07/12/18|5|1.24|Yes|1|3|29
841|07/06/18|1|1.24|Yes|1|1|34
842|07/25/18|3|0.36|No|1|3|72
843|07/26/18|5|0.25|Yes|1|3|29
844|07/26/18|1|0.25|No|1|1|34
845|07/29/18|2|1.24|No|0|2|52
846|07/13/18|2|0.36|No|0|2|52
847|07/04/18|5|0.36|No|0|3|29
848|07/08/18|4|0.75|Yes|1|1|31
849|07/24/18|4|0.36|No|0|1|31
850|07/09/18|1|0.75|No|0|1|34
851|07/16/18|5|0.36|No|0|3|29
852|07/15/18|3|0.25|Yes|0|3|72
853|07/15/18|1|0.25|No|0|1|34
854|07/30/18|4|0.75|Yes|0|1|31
855|07/15/18|5|1.24|No|1|3|29
856|07/23/18|4|0.36|No|0|1|31
857|07/23/18|2|0.25|Yes|1|2|52
858|07/22/18|3|0.25|Yes|1|3|72
859|07/16/18|2|1.24|No|1|2|52
860|07/06/18|2|0.75|Yes|0|2|52
861|07/13/18|1|1.24|Yes|1|1|34
862|07/10/18|2|1.24|No|1|2|52
863|07/28/18|2|0.25|Yes|0|2|52
864|07/30/18|5|1.24|No|1|3|29
865|07/13/18|6|0.25|Yes|0|2|56
866|07/14/18|1|0.36|No|0|1|34
867|07/29/18|4|1.24|No|1|1|31
868|07/27/18|6|0.75|Yes|0|2|56
869|07/17/18|4|0.25|Yes|0|1|31
870|07/04/18|2|1.24|Yes|1|2|52
871|07/19/18|1|1.24|No|0|1|34
872|07/17/18|2|1.24|No|0|2|52
873|07/06/18|3|0.36|Yes|1|3|72
874|07/23/18|3|1.24|Yes|0|3|72
875|07/21/18|5|0.75|No|0|3|29
876|07/20/18|3|0.36|Yes|1|3|72
877|07/04/18|2|1.24|Yes|0|2|52
878|07/17/18|1|1.24|Yes|1|1|34
879|07/21/18|4|0.36|Yes|1|1|31
880|07/29/18|6|0.75|No|0|2|56
881|07/09/18|6|1.24|No|0|2|56
882|07/23/18|4|0.75|No|1|1|31
883|07/29/18|3|1.24|No|1|3|72
884|07/03/18|5|0.25|Yes|1|3|29
885|07/21/18|1|0.25|No|1|1|34
886|07/24/18|5|0.36|No|0|3|29
887|07/10/18|4|1.24|No|1|1|31
888|07/09/18|6|1.24|No|0|2|56
889|07/06/18|5|1.24|Yes|1|3|29
890|07/27/18|4|1.24|Yes|1|1|31
891|07/25/18|3|0.25|No|1|3|72
892|07/15/18|3|1.24|No|1|3|72
893|07/17/18|5|1.24|Yes|1|3|29
894|07/14/18|1|1.24|No|1|1|34
895|07/28/18|4|1.24|No|0|1|31
896|07/26/18|1|0.36|Yes|1|1|34
897|07/04/18|3|0.75|Yes|1|3|72
898|07/19/18|5|0.25|Yes|0|3|29
899|07/13/18|5|0.25|No|0|3|29
900|07/25/18|6|0.75|No|1|2|56
901|07/09/18|3|1.24|No|0|3|72
902|07/11/18|6|0.36|Yes|1|2|56
903|07/28/18|3|0.36|No|1|3|72
904|07/06/18|5|0.36|No|0|3|29
905|07/29/18|2|1.24|No|1|2|52
906|07/01/18|3|1.24|Yes|1|3|72
907|07/01/18|1|0.25|No|1|1|34
908|07/13/18|1|1.24|Yes|1|1|34
909|07/30/18|4|0.75|No|0|1|31
910|07/12/18|6|1.24|Yes|0|2|56
911|07/04/18|3|0.25|No|1|3|72
912|07/02/18|1|0.36|Yes|0|1|34
913|07/29/18|3|1.24|No|1|3|72
914|07/13/18|5|0.75|No|0|3|29
915|07/26/18|5|0.36|No|1|3|29
916|07/10/18|3|0.75|No|0|3|72
917|07/07/18|6|1.24|Yes|0|2|56
918|07/17/18|6|0.25|Yes|1|2|56
919|07/16/18|6|0.36|Yes|1|2|56
920|07/04/18|2|0.25|Yes|0|2|52
921|07/04/18|6|1.24|No|0|2|56
922|07/03/18|1|0.36|No|1|1|34
923|07/29/18|2|0.75|No|1|2|52
924|07/27/18|2|0.36|Yes|1|2|52
925|07/28/18|2|0.25|No|1|2|52
926|07/17/18|2|0.25|Yes|1|2|52
927|07/11/18|5|1.24|Yes|1|3|29
928|07/05/18|6|1.24|Yes|0|2|56
929|07/19/18|1|0.36|Yes|1|1|34
930|07/19/18|4|0.36|No|1|1|31
931|07/02/18|2|0.25|Yes|1|2|52
932|07/13/18|1|0.25|No|1|1|34
933|07/28/18|3|0.25|Yes|1|3|72
934|07/26/18|4|0.36|No|1|1|31
935|07/05/18|1|0.36|No|1|1|34
936|07/13/18|6|0.25|No|1|2|56
937|07/01/18|4|0.25|No|0|1|31
938|07/21/18|6|0.25|No|0|2|56
939|07/18/18|6|0.25|No|1|2|56
940|07/30/18|4|0.75|No|0|1|31
941|07/07/18|6|0.25|No|0|2|56
942|07/01/18|6|1.24|Yes|1|2|56
943|07/11/18|3|0.36|No|1|3|72
944|07/08/18|5|1.24|No|1|3|29
945|07/06/18|6|0.25|No|0|2|56
946|07/13/18|4|0.75|Yes|1|1|31
947|07/15/18|5|1.24|Yes|1|3|29
948|07/29/18|6|0.75|Yes|0|2|56
949|07/18/18|1|0.36|Yes|1|1|34
950|07/11/18|5|0.75|No|1|3|29
951|07/24/18|5|1.24|No|0|3|29
952|07/17/18|5|1.24|Yes|0|3|29
953|07/31/18|6|1.24|No|0|2|56
954|07/20/18|5|1.24|Yes|1|3|29
955|07/01/18|3|0.36|No|0|3|72
956|07/09/18|3|1.24|No|1|3|72
957|07/02/18|3|1.24|No|0|3|72
958|07/13/18|2|0.25|Yes|1|2|52
959|07/22/18|1|0.36|Yes|0|1|34
960|07/24/18|6|0.25|No|1|2|56
961|07/21/18|2|0.36|No|1|2|52
962|07/30/18|1|0.25|Yes|0|1|34
963|07/06/18|3|1.24|Yes|1|3|72
964|07/26/18|4|0.36|Yes|0|1|31
965|07/14/18|3|0.75|No|0|3|72
966|07/07/18|6|1.24|Yes|1|2|56
967|07/17/18|6|0.36|Yes|0|2|56
968|07/27/18|4|0.36|Yes|1|1|31
969|07/05/18|1|0.75|Yes|0|1|34
970|07/19/18|1|0.25|Yes|1|1|34
971|07/14/18|4|0.75|Yes|1|1|31
972|07/29/18|6|0.25|Yes|1|2|56
973|07/19/18|2|1.24|No|1|2|52
974|07/05/18|3|0.75|Yes|1|3|72
975|07/19/18|3|0.36|No|1|3|72
976|07/14/18|4|0.75|Yes|1|1|31
977|07/20/18|3|0.25|No|1|3|72
978|07/23/18|4|0.36|No|1|1|31
979|07/01/18|1|0.75|No|1|1|34
980|07/18/18|6|1.24|Yes|1|2|56
981|07/02/18|4|0.36|Yes|1|1|31
982|07/31/18|6|1.24|No|0|2|56
983|07/23/18|3|0.25|No|1|3|72
984|07/01/18|2|0.25|Yes|1|2|52
985|07/24/18|3|0.36|No|0|3|72
986|07/07/18|3|1.24|No|1|3|72
987|07/29/18|4|1.24|Yes|0|1|31
988|07/04/18|1|0.36|No|0|1|34
989|07/06/18|2|0.75|No|0|2|52
990|07/11/18|2|0.75|Yes|0|2|52
991|07/26/18|5|1.24|Yes|0|3|29
992|07/12/18|6|0.36|Yes|0|2|56
993|07/05/18|5|0.75|No|1|3|29
994|07/22/18|3|1.24|Yes|1|3|72
995|07/20/18|5|0.75|No|1|3|29
996|07/29/18|1|0.25|No|0|1|34
997|07/13/18|2|1.24|Yes|0|2|52
998|07/16/18|5|0.75|No|1|3|29
999|07/03/18|3|0.36|Yes|1|3|72
1000|07/24/18|2|0.36|No|1|2|52
1001|07/11/18|2|1.24|No|1|2|52
1002|07/27/18|3|0.75|No|1|3|72
1003|07/06/18|1|0.36|No|1|1|34
1004|07/09/18|6|1.24|Yes|1|2|56
1005|07/21/18|2|1.24|Yes|0|2|52
1006|07/25/18|1|0.36|Yes|1|1|34
1007|07/14/18|4|0.25|Yes|1|1|31
1008|07/29/18|3|1.24|Yes|1|3|72
1009|07/20/18|5|0.36|No|0|3|29
1010|07/25/18|4|0.75|Yes|0|1|31
1011|07/07/18|2|0.36|No|0|2|52
1012|07/27/18|6|0.36|No|0|2|56
1013|07/31/18|5|1.24|No|0|3|29
1014|07/15/18|3|0.25|No|1|3|72
1015|07/07/18|5|0.75|Yes|0|3|29
1016|07/22/18|3|0.25|No|1|3|72
1017|07/23/18|4|1.24|Yes|1|1|31
1018|07/17/18|2|0.75|Yes|0|2|52
1019|07/26/18|2|0.25|No|1|2|52
1020|07/15/18|6|0.36|Yes|1|2|56
1021|07/30/18|2|0.75|No|1|2|52
1022|07/29/18|4|0.36|Yes|0|1|31
1023|07/02/18|5|0.75|Yes|0|3|29
1024|07/04/18|3|0.36|No|0|3|72
1025|07/30/18|6|0.75|Yes|1|2|56
1026|07/29/18|3|0.25|Yes|1|3|72
1027|07/09/18|1|0.36|No|1|1|34
1028|07/18/18|6|0.25|No|0|2|56
1029|07/28/18|4|1.24|No|0|1|31
1030|07/24/18|2|0.36|No|0|2|52
1031|07/02/18|3|1.24|Yes|0|3|72
1032|07/20/18|5|0.75|No|0|3|29
1033|07/31/18|5|1.24|Yes|1|3|29
1034|07/22/18|3|0.36|No|1|3|72
1035|07/18/18|2|0.36|No|1|2|52
1036|07/06/18|4|0.25|Yes|0|1|31
1037|07/30/18|2|0.25|No|0|2|52
1038|07/19/18|6|0.75|Yes|1|2|56
1039|07/19/18|1|0.25|No|0|1|34
1040|07/31/18|4|0.36|Yes|0|1|31
1041|07/31/18|3|1.24|No|1|3|72
1042|07/01/18|2|0.36|Yes|0|2|52
1043|07/26/18|1|1.24|No|0|1|34
1044|07/08/18|1|1.24|Yes|0|1|34
1045|07/19/18|5|0.36|No|1|3|29
1046|07/11/18|3|0.36|Yes|1|3|72
1047|07/26/18|5|0.25|No|0|3|29
1048|07/11/18|3|0.75|No|1|3|72
1049|07/02/18|2|0.36|No|0|2|52
1050|07/06/18|2|1.24|No|1|2|52
1051|07/07/18|5|0.75|No|0|3|29
1052|07/03/18|5|1.24|Yes|1|3|29
1053|07/23/18|4|0.25|Yes|0|1|31
1054|07/25/18|5|0.36|Yes|0|3|29
1055|07/05/18|1|1.24|Yes|0|1|34
1056|07/22/18|3|0.36|Yes|0|3|72
1057|07/27/18|1|0.25|No|0|1|34
1058|07/08/18|1|1.24|Yes|1|1|34
1059|07/17/18|4|0.75|Yes|0|1|31
1060|07/07/18|1|0.25|Yes|0|1|34
1061|07/03/18|6|1.24|No|1|2|56
1062|07/31/18|3|1.24|No|0|3|72
1063|07/03/18|2|0.36|No|1|2|52
1064|07/22/18|6|0.75|Yes|1|2|56
1065|07/17/18|2|0.75|No|0|2|52
1066|07/21/18|3|1.24|No|0|3|72
1067|07/10/18|4|0.36|No|1|1|31
1068|07/23/18|2|1.24|No|1|2|52
1069|07/07/18|4|0.36|Yes|0|1|31
1070|07/07/18|3|0.25|Yes|1|3|72
1071|07/16/18|5|0.25|Yes|0|3|29
1072|07/11/18|2|0.75|No|1|2|52
1073|07/21/18|5|1.24|No|0|3|29
1074|07/22/18|3|0.36|No|0|3|72
1075|07/25/18|6|1.24|Yes|0|2|56
1076|07/03/18|5|0.75|No|1|3|29
1077|07/04/18|1|0.36|Yes|1|1|34
1078|07/06/18|2|0.36|Yes|1|2|52
1079|07/10/18|2|0.75|No|0|2|52
1080|07/09/18|1|1.24|No|1|1|34
1081|07/01/18|6|0.36|No|0|2|56
1082|07/23/18|6|0.25|No|1|2|56
1083|07/19/18|3|0.75|Yes|0|3|72
1084|07/30/18|5|1.24|No|1|3|29
1085|07/11/18|1|0.75|No|1|1|34
1086|07/13/18|4|0.25|Yes|0|1|31
1087|07/06/18|3|0.75|Yes|1|3|72
1088|07/08/18|1|0.36|Yes|0|1|34
1089|07/23/18|6|1.24|No|0|2|56
1090|07/20/18|1|1.24|No|1|1|34
1091|07/20/18|1|1.24|No|0|1|34
1092|07/14/18|2|1.24|No|0|2|52
1093|07/03/18|1|0.25|No|1|1|34
1094|07/05/18|5|1.24|Yes|0|3|29
1095|07/08/18|1|0.36|Yes|1|1|34
1096|07/06/18|6|0.36|Yes|0|2|56
1097|07/09/18|6|0.75|Yes|0|2|56
1098|07/29/18|3|0.25|Yes|1|3|72
1099|07/30/18|6|0.36|No|1|2|56
1100|07/19/18|2|1.24|Yes|0|2|52
1101|07/16/18|3|0.36|No|0|3|72
1102|07/21/18|4|0.36|Yes|1|1|31
1103|07/07/18|6|0.75|No|0|2|56
1104|07/26/18|3|0.75|Yes|1|3|72
1105|07/11/18|2|0.36|No|1|2|52
1106|07/08/18|4|0.75|No|0|1|31
1107|07/10/18|1|1.24|Yes|1|1|34
1108|07/25/18|1|1.24|No|0|1|34
1109|07/27/18|2|0.25|Yes|1|2|52
1110|07/04/18|2|1.24|No|0|2|52
1111|07/20/18|2|1.24|No|0|2|52
1112|07/07/18|5|0.25|No|0|3|29
1113|07/23/18|4|0.75|No|1|1|31
1114|07/04/18|3|1.24|Yes|0|3|72
1115|07/13/18|2|0.75|Yes|1|2|52
1116|07/14/18|1|0.75|No|0|1|34
1117|07/25/18|2|0.75|No|0|2|52
1118|07/15/18|6|0.25|Yes|1|2|56
1119|07/13/18|5|0.25|No|0|3|29
1120|07/26/18|5|1.24|No|1|3|29
1121|07/10/18|6|0.75|Yes|0|2|56
1122|07/12/18|6|0.75|Yes|1|2|56
1123|07/28/18|4|0.75|No|0|1|31
1124|07/04/18|5|0.36|Yes|0|3|29
1125|07/14/18|2|0.25|No|0|2|52
1126|07/07/18|3|1.24|No|1|3|72
1127|07/04/18|4|0.36|Yes|1|1|31
1128|07/25/18|2|1.24|Yes|0|2|52
1129|07/11/18|3|0.36|No|0|3|72
1130|07/28/18|1|0.75|Yes|0|1|34
1131|07/03/18|3|0.75|No|1|3|72
1132|07/18/18|4|0.36|No|1|1|31
1133|07/04/18|5|0.36|Yes|0|3|29
1134|07/27/18|3|0.75|No|1|3|72
1135|07/31/18|2|1.24|No|1|2|52
1136|07/17/18|1|0.75|Yes|1|1|34
1137|07/14/18|4|0.36|Yes|1|1|31
1138|07/21/18|3|1.24|No|0|3|72
1139|07/13/18|2|0.36|Yes|0|2|52
1140|07/30/18|1|1.24|No|0|1|34
1141|07/17/18|4|1.24|No|0|1|31
1142|07/24/18|3|0.36|No|1|3|72
1143|07/24/18|5|1.24|Yes|0|3|29
1144|07/30/18|3|1.24|No|0|3|72
1145|07/25/18|2|0.75|Yes|1|2|52
1146|07/30/18|6|0.75|Yes|0|2|56
1147|07/18/18|1|0.25|No|0|1|34
1148|07/02/18|6|0.25|No|1|2|56
1149|07/14/18|6|0.75|Yes|0|2|56
1150|07/22/18|5|0.75|Yes|0|3|29
1151|07/08/18|3|1.24|Yes|1|3|72
1152|07/09/18|3|0.25|Yes|0|3|72
1153|07/30/18|1|1.24|Yes|0|1|34
1154|07/31/18|1|0.25|No|1|1|34
1155|07/01/18|1|0.75|Yes|1|1|34
1156|07/06/18|6|0.25|Yes|0|2|56
1157|07/18/18|3|1.24|Yes|1|3|72
1158|07/23/18|2|0.25|No|1|2|52
1159|07/14/18|4|0.25|No|0|1|31
1160|07/05/18|2|0.36|No|1|2|52
1161|07/13/18|6|1.24|No|1|2|56
1162|07/11/18|1|0.75|No|1|1|34
1163|07/16/18|5|0.36|No|0|3|29
1164|07/22/18|1|0.75|Yes|0|1|34
1165|07/06/18|6|0.36|No|1|2|56
1166|07/09/18|5|0.75|No|0|3|29
1167|07/08/18|2|1.24|No|1|2|52
1168|07/08/18|1|0.25|No|0|1|34
1169|07/01/18|2|1.24|Yes|1|2|52
1170|07/17/18|2|0.75|Yes|0|2|52
1171|07/20/18|5|1.24|No|1|3|29
1172|07/10/18|1|0.75|No|1|1|34
1173|07/01/18|5|0.36|Yes|0|3|29
1174|07/21/18|6|0.25|No|1|2|56
1175|07/31/18|6|0.75|Yes|1|2|56
1176|07/15/18|3|1.24|Yes|1|3|72
1177|07/03/18|4|1.24|No|1|1|31
1178|07/25/18|5|1.24|Yes|1|3|29
1179|07/23/18|6|0.75|Yes|1|2|56
1180|07/02/18|5|0.75|No|0|3|29
1181|07/25/18|6|0.25|No|0|2|56
1182|07/02/18|5|0.25|No|1|3|29
1183|07/27/18|4|1.24|No|0|1|31
1184|07/23/18|2|1.24|No|0|2|52
1185|07/19/18|4|0.25|No|1|1|31
1186|07/07/18|1|0.75|No|1|1|34
1187|07/21/18|4|0.36|No|1|1|31
1188|07/27/18|3|0.75|No|1|3|72
1189|07/01/18|5|0.36|No|0|3|29
1190|07/29/18|4|1.24|Yes|1|1|31
1191|07/05/18|3|1.24|No|1|3|72
1192|07/10/18|3|0.36|No|1|3|72
1193|07/02/18|2|0.75|Yes|1|2|52
1194|07/20/18|6|0.25|No|1|2|56
1195|07/09/18|5|1.24|Yes|1|3|29
1196|07/23/18|5|1.24|No|0|3|29
1197|07/15/18|1|0.36|Yes|0|1|34
1198|07/07/18|6|0.36|Yes|0|2|56
1199|07/05/18|1|1.24|Yes|1|1|34
1200|07/09/18|5|0.75|No|0|3|29
1201|07/16/18|5|0.75|No|0|3|29
1202|07/21/18|5|0.25|No|1|3|29
1203|07/11/18|5|0.25|Yes|1|3|29
1204|07/25/18|3|0.36|No|1|3|72
1205|07/27/18|3|1.24|No|0|3|72
